member_id,zone,LC_V26_H3p5_T8,LC_V2_H0p5_T5,LC_V2_H0p5_T6,LC_V2_H1p0_T7,LC_V2_H1p0_T8,LC_V2_H1p5_T8,LC_V4_H0p5_T5,LC_V4_H0p5_T6,LC_V4_H1p0_T5,LC_V4_H1p0_T7,LC_V4_H1p0_T8,LC_V4_H1p5_T7,LC_V4_H1p5_T8,LC_V6_H0p5_T5,LC_V6_H0p5_T6,LC_V6_H1p0_T5,LC_V6_H1p0_T6,LC_V6_H1p0_T8,LC_V6_H1p5_T7,LC_V6_H1p5_T8,LC_V8_H0p5_T5,LC_V8_H0p5_T6,LC_V8_H1p0_T5,LC_V8_H1p0_T6,LC_V8_H1p5_T6,LC_V8_H1p5_T8,LC_V8_H2p0_T7,LC_V8_H2p0_T8,LC_V10_H0p5_T5,LC_V10_H0p5_T6,LC_V10_H1p0_T5,LC_V10_H1p0_T6,LC_V10_H1p5_T6,LC_V10_H2p0_T7,LC_V10_H2p0_T8,LC_V12_H0p5_T5,LC_V12_H1p0_T5,LC_V12_H1p0_T6,LC_V12_H1p5_T6,LC_V12_H2p0_T7,LC_V12_H2p5_T7,LC_V12_H2p5_T8,LC_V14_H0p5_T5,LC_V14_H1p0_T5,LC_V14_H1p0_T6,LC_V14_H1p5_T6,LC_V14_H2p0_T7,LC_V14_H2p5_T7,LC_V14_H2p5_T8,LC_V14_H3p0_T8,LC_V16_H1p0_T5,LC_V16_H1p5_T6,LC_V16_H2p0_T7,LC_V16_H2p5_T7,LC_V16_H2p5_T8,LC_V16_H3p0_T8,LC_V18_H1p5_T6,LC_V18_H2p0_T7,LC_V18_H2p5_T7,LC_V18_H3p0_T8,LC_V18_H3p5_T8,LC_V20_H2p0_T7,LC_V20_H2p5_T7,LC_V20_H3p0_T8,LC_V20_H3p5_T8,LC_V22_H2p5_T7,LC_V22_H3p0_T8,LC_V22_H3p5_T8,LC_V24_H3p5_T8,worst_bin,worst_bin_damage
71,splash,9.76939622221485e-09,4.451735622736576e-10,4.443083031921197e-10,4.818695734302644e-10,4.481874992696284e-10,7.360408914062482e-10,1.0647256393611882e-09,1.0597750624032903e-09,1.1081303347673818e-09,1.0641727349795142e-09,1.0559712513395278e-09,1.4703708231317987e-09,1.2333230725755096e-09,1.6848273020128376e-09,1.6751327641618162e-09,1.8070840919100779e-09,1.7289126230947845e-09,1.6596840140999839e-09,2.434845129687647e-09,2.133429629124007e-09,2.73628056309598e-09,2.7187039184393784e-09,3.171692572780601e-09,3.0669477641362658e-09,4.388588095660503e-09,3.6329353892138277e-09,5.696978837254972e-09,4.977340332328207e-09,8.383869877078396e-09,8.33571880475354e-09,9.568397973641539e-09,9.363795397729869e-09,1.1222013579663489e-08,1.290366869209916e-08,1.1838005004587232e-08,1.2236807165085959e-08,1.2716176752346035e-08,1.2508486875056622e-08,1.4407342690912772e-08,1.6247753162880583e-08,1.9739765776883142e-08,1.790737237544877e-08,1.7289860948279983e-08,1.725445069383175e-08,1.717167671112436e-08,1.8472737608973224e-08,2.016002499745746e-08,2.3800586296954405e-08,2.181372064166887e-08,2.564773094652268e-08,2.12890831204254e-08,2.1912016053423413e-08,2.3742134004332813e-08,2.744175667268457e-08,2.5405543346144913e-08,2.9355768285974672e-08,3.438099525266684e-08,3.62929753590945e-08,4.056387320467699e-08,4.254579401194367e-08,4.8283682090558564e-08,4.486206693044017e-08,4.9324369917799275e-08,5.1172751896786e-08,5.711019479740581e-08,4.934482179373841e-08,5.130221106399143e-08,5.72917992808457e-08,6.943678202375331e-08,LC_V24_H3p5_T8,6.943678202375331e-08
72,splash,6.6979983343839344e-09,1.3032310086880765e-09,1.299568734627255e-09,1.312925758538425e-09,1.302761318133194e-09,1.339420742104135e-09,2.1211703877074713e-09,2.109454560587632e-09,2.1958307550755865e-09,2.1214244107875176e-09,2.108715751724105e-09,2.179843191301151e-09,2.1408865733554253e-09,2.3634452783910558e-09,2.350327809225166e-09,2.4751672904895664e-09,2.4234010952405505e-09,2.3539730896597924e-09,2.508291975374881e-09,2.433569342830936e-09,3.6787227674144018e-09,3.6694670171600434e-09,3.855371833582698e-09,3.788077621701858e-09,4.197786659388972e-09,3.869883864624334e-09,4.682774782784292e-09,4.287467660132204e-09,9.63391944129233e-09,9.603938708813058e-09,9.978707501576698e-09,9.830935380767774e-09,1.0555292193977198e-08,1.1175258973558322e-08,1.057702191193872e-08,1.5799843488149642e-08,1.5976122753633496e-08,1.5895554596926166e-08,1.6157356644413165e-08,1.6395239586524807e-08,1.735051221667494e-08,1.670778344667093e-08,2.207529824963341e-08,2.2307562289311865e-08,2.2228280028451207e-08,2.2539564812424728e-08,2.2732595073541448e-08,2.349675052449246e-08,2.290129527323237e-08,2.3758806172158317e-08,2.3823018061391555e-08,2.3799962169741904e-08,2.3934224648709907e-08,2.523109597841952e-08,2.4362666536017623e-08,2.5633874540804808e-08,3.756714404857846e-08,3.758425867286278e-08,3.89190012307369e-08,3.9190605486854725e-08,4.152297925874766e-08,4.685132248173922e-08,4.790623371282995e-08,4.8125088238834926e-08,5.038838991365287e-08,4.876749119322689e-08,4.897012521666615e-08,5.1263307024798315e-08,6.552205856805555e-08,LC_V24_H3p5_T8,6.552205856805555e-08
73,splash,9.302369444139836e-09,5.513563582461361e-10,5.503860062053702e-10,5.594803248531352e-10,5.520257642184231e-10,7.740609169319159e-10,1.1042564620885006e-09,1.0992801185186327e-09,1.1335900921940986e-09,1.0997405834663124e-09,1.094274890208922e-09,1.4200764701715336e-09,1.2170444943040704e-09,1.6484006772295088e-09,1.641482581950093e-09,1.7975981379916244e-09,1.6937978603108554e-09,1.6258673078205285e-09,2.3742741810709432e-09,2.0575700966848462e-09,2.6226632834603164e-09,2.6120548208512084e-09,2.9338894351404893e-09,2.8089082425679896e-09,4.042294098284443e-09,3.2949321819740737e-09,5.231005431735628e-09,4.515972124908767e-09,7.95512411667179e-09,7.912473460089581e-09,8.594047446187955e-09,8.383048286819014e-09,1.0095293963279838e-08,1.1603209742803532e-08,1.055474203526559e-08,1.245518524691435e-08,1.252388732220587e-08,1.24435203123454e-08,1.3588772533039437e-08,1.5208474025502668e-08,1.8421133813270038e-08,1.6603303931591248e-08,1.7420851014199965e-08,1.747674969188932e-08,1.7366964638961386e-08,1.751218922107307e-08,1.8671637209936243e-08,2.1998773879559996e-08,2.0012227863237492e-08,2.3516055843114955e-08,2.15736199323519e-08,2.1401553660653537e-08,2.296751111262324e-08,2.6593719745377687e-08,2.449369042283314e-08,2.8256822596116287e-08,3.4149542105584686e-08,3.4763840284781227e-08,3.861812576802435e-08,4.020363879851971e-08,4.5498646306934666e-08,4.4972994088024074e-08,4.735420256133887e-08,4.89672421658209e-08,5.4252146997480506e-08,5.010412088352174e-08,5.169340212248084e-08,5.727418657489625e-08,6.970412006337588e-08,LC_V24_H3p5_T8,6.970412006337588e-08
74,splash,6.5791514754062255e-09,1.357091124468472e-09,1.3550386289065466e-09,1.362714681503384e-09,1.3552418034523416e-09,1.3867643366783261e-09,2.3271925226812524e-09,2.3135022127742054e-09,2.408575048861142e-09,2.3271279794851976e-09,2.3120627523740365e-09,2.3832290230157872e-09,2.334835156941632e-09,2.4194622532697074e-09,2.4017689978065455e-09,2.577822375588492e-09,2.4912497078926616e-09,2.400239061306697e-09,2.5846717946178547e-09,2.4922769638729664e-09,3.73986053248953e-09,3.7238506523757363e-09,3.921235896699805e-09,3.847464441999643e-09,4.152734622134201e-09,3.8745716579252264e-09,4.6026211783859335e-09,4.144820646617356e-09,9.485218743650588e-09,9.449676371756143e-09,9.751199438521053e-09,9.61322923444493e-09,1.0151251242693566e-08,1.0569167833459101e-08,1.0073285053276126e-08,1.6497497548938096e-08,1.6805743973692698e-08,1.6616958078640153e-08,1.6968533509146583e-08,1.7063848677080836e-08,1.771365607708624e-08,1.713801830548756e-08,2.2743259847881946e-08,2.292809311167106e-08,2.2782632600765223e-08,2.3100874053902516e-08,2.320171489805795e-08,2.3760343317736864e-08,2.3226897305724443e-08,2.3818892461475423e-08,2.553493821404907e-08,2.5591505142658152e-08,2.5605518984008438e-08,2.6337128799694748e-08,2.5761861316871004e-08,2.6504111677711884e-08,3.973967763564572e-08,3.9789518025699866e-08,4.055242439106799e-08,4.0568535724714565e-08,4.2251677690198616e-08,5.0219837024574166e-08,5.080289198973214e-08,5.0669788954620275e-08,5.215146534056463e-08,5.263550783084192e-08,5.2659860343471236e-08,5.455052108634061e-08,7.066344480325758e-08,LC_V24_H3p5_T8,7.066344480325758e-08
75,splash,9.361301319046436e-09,5.052857087684515e-10,4.981421215440029e-10,5.234071774143998e-10,5.091116674003631e-10,7.604260024246624e-10,8.306055731173611e-10,8.25340621542635e-10,9.590940433620717e-10,8.472993787777424e-10,8.259136834200809e-10,1.395429175469781e-09,1.1570693183303848e-09,1.430823822161769e-09,1.420153838661397e-09,1.8754720168996963e-09,1.771785428181996e-09,1.5301083339211591e-09,2.4833488323553088e-09,2.178394093378679e-09,2.230157194271691e-09,2.2003651088034202e-09,2.970174489643461e-09,2.869843693885665e-09,4.120873144678355e-09,3.3831797430001377e-09,5.332565338681558e-09,4.635263737419253e-09,9.298013963102425e-09,9.242321870286668e-09,1.0509872623239688e-08,1.0289471174734767e-08,1.2156351581928335e-08,1.3831379785990257e-08,1.2751902643508012e-08,1.1710262373004222e-08,1.2686922366303833e-08,1.2449034950330599e-08,1.436696912076344e-08,1.613404234867533e-08,1.9458574015513616e-08,1.7617426748394086e-08,1.6152620977216982e-08,1.6144470208506302e-08,1.6058016369530318e-08,1.7301177364041222e-08,1.9048722699943e-08,2.2612798263318718e-08,2.0586594260051536e-08,2.4267507205753777e-08,1.8961662855346787e-08,2.0369741347432325e-08,2.2117986305038143e-08,2.54836284144685e-08,2.335134145055741e-08,2.6940661001413265e-08,3.3012884536786645e-08,3.4835242167762616e-08,3.8778605524548435e-08,4.0309609314638845e-08,4.542176125450489e-08,4.323373121665397e-08,4.738107570969984e-08,4.879511830733397e-08,5.417820094102682e-08,4.530611501660834e-08,4.685054118665107e-08,5.2133146049865506e-08,6.460319855749067e-08,LC_V24_H3p5_T8,6.460319855749067e-08
76,splash,6.678691565898157e-09,1.2943254251304782e-09,1.2949318554334386e-09,1.2983019132884048e-09,1.2929306922861586e-09,1.3225077156981145e-09,2.19360761176408e-09,2.183020455433307e-09,2.263379001669179e-09,2.1933630802443248e-09,2.1809146730022748e-09,2.2274765850193393e-09,2.198116658357787e-09,2.3934778363444765e-09,2.3781839932530924e-09,2.5064638158115347e-09,2.4351508847277582e-09,2.3669969847084994e-09,2.512208634326706e-09,2.4280676583785885e-09,3.4197349600997227e-09,3.404674041938209e-09,3.62483862374568e-09,3.5436571350748717e-09,3.943141295950315e-09,3.5971361709128235e-09,4.473011140153278e-09,3.963533854660273e-09,1.015457537206572e-08,1.0107239379975193e-08,1.0603337709683316e-08,1.038809356266357e-08,1.1159376746664923e-08,1.168231939915833e-08,1.1090988097633307e-08,1.5806050770703323e-08,1.6069769157056164e-08,1.5921451126959028e-08,1.6267462680921502e-08,1.6416774735032856e-08,1.725542617970307e-08,1.6558398990051416e-08,2.162839761293421e-08,2.1987612074612343e-08,2.181749583520496e-08,2.224570058026488e-08,2.2381840178562457e-08,2.3147396700756928e-08,2.245471981050552e-08,2.325706970643883e-08,2.3504754816671603e-08,2.3286897561344446e-08,2.321467993911925e-08,2.3845668869702107e-08,2.3043833730769024e-08,2.4014467924985617e-08,3.689484625011951e-08,3.6775903917713555e-08,3.7473743470039873e-08,3.737030872122469e-08,3.913490747835459e-08,4.666030462268734e-08,4.661512205719358e-08,4.6271340967967706e-08,4.813868787992658e-08,4.72424754048214e-08,4.6986542065146305e-08,4.8716847050691606e-08,6.542803693891796e-08,LC_V24_H3p5_T8,6.542803693891796e-08
77,splash,5.092016810060025e-09,8.326728292111744e-10,8.124234919110073e-10,8.85876723256065e-10,8.500714329700979e-10,9.619240376650324e-10,1.6072418754884422e-09,1.581872633684606e-09,1.865901317377659e-09,1.6815753387226886e-09,1.6326315768938063e-09,1.8939323982181022e-09,1.7800299205260215e-09,3.3307373338655547e-09,3.2997446727054294e-09,3.6270269621710436e-09,3.4907958722404576e-09,3.3315278012702943e-09,3.6448216812873547e-09,3.4928880275579234e-09,3.665327273968065e-09,3.6379706208974755e-09,3.998237472579092e-09,3.871621647198198e-09,4.316148182299733e-09,3.989993400371736e-09,4.627432179353427e-09,4.377413471162427e-09,3.3604973271787723e-08,3.347534127797967e-08,3.4062136800168826e-08,3.365084678570507e-08,3.421732748268803e-08,3.4222504449060336e-08,3.356019343031532e-08,4.221667949432725e-08,4.266792191450609e-08,4.2188291479394824e-08,4.27667854038402e-08,4.280874366748895e-08,4.382973105618924e-08,4.2748426186096854e-08,5.3159363920552965e-08,5.3438033634348505e-08,5.300623390587134e-08,5.342614440624639e-08,5.3333282752151045e-08,5.421220754827409e-08,5.315915312706855e-08,5.3994314701996496e-08,5.825519310252514e-08,5.814420970863627e-08,5.790201794740762e-08,5.893848308659421e-08,5.7673423988235975e-08,5.8591867773920306e-08,9.50441359215745e-08,9.436126591050849e-08,9.516816718925766e-08,9.43426435793434e-08,9.556238707751914e-08,1.0787701195761893e-07,1.0862387553688288e-07,1.0733094872644566e-07,1.0845720017470104e-07,9.6803313211579e-08,9.5918785578651e-08,9.728312479690186e-08,1.1500567266642065e-07,LC_V24_H3p5_T8,1.1500567266642065e-07
78,splash,4.00848065553783e-09,6.85538345508475e-10,6.83166666789246e-10,7.138609734020696e-10,7.011492479890626e-10,7.516095267600786e-10,1.8073255994925932e-09,1.7951369501556691e-09,1.9393838153548953e-09,1.8504927982108573e-09,1.823445753155612e-09,1.9745308650884478e-09,1.909792477655628e-09,3.5696233286868016e-09,3.5521722987840106e-09,3.7297926542919054e-09,3.6644828777188813e-09,3.5649764338348174e-09,3.753641958925059e-09,3.6604230110932354e-09,4.084847707098017e-09,4.069840213154326e-09,4.265510339883308e-09,4.202952974377412e-09,4.445633638487065e-09,4.243618141609835e-09,4.59539685327497e-09,4.4406715805085686e-09,2.990056583936463e-08,2.982340009781128e-08,3.000836395797397e-08,2.9783934044941754e-08,2.9944434156647546e-08,2.973476248742042e-08,2.9323545022712685e-08,4.001001215958343e-08,4.005995257360402e-08,3.9784793012532056e-08,3.989478386317092e-08,3.967726722628242e-08,3.9993397388781264e-08,3.9353251355791034e-08,5.3440353675387376e-08,5.347231332294224e-08,5.320027869602599e-08,5.3295202757285836e-08,5.294740827457942e-08,5.323647125959072e-08,5.247719138309686e-08,5.268360795105281e-08,5.8897370328950135e-08,5.8464330515722124e-08,5.790882702108656e-08,5.814863666939886e-08,5.7403443941338386e-08,5.743886001837867e-08,9.412239993336287e-08,9.309618048143766e-08,9.295995501175572e-08,9.183499501802593e-08,9.185092908073202e-08,1.0844394067333898e-07,1.0834340898184924e-07,1.0691545536189324e-07,1.0691685804215492e-07,9.76989994199006e-08,9.664391327583464e-08,9.682430679672025e-08,1.2051168990520105e-07,LC_V24_H3p5_T8,1.2051168990520105e-07
79,splash,4.33834371270689e-09,7.505915947024905e-10,7.373687571033422e-10,7.99023609114961e-10,7.705525585507472e-10,8.670759426285277e-10,1.9528379357095345e-09,1.9251858248677735e-09,2.2304867881543377e-09,2.028198276458591e-09,1.9759286132324147e-09,2.2549578809320083e-09,2.1318645504168046e-09,3.690179581730328e-09,3.6581409515031173e-09,4.0019039950428464e-09,3.856262004692423e-09,3.6906089843837247e-09,4.01026440265786e-09,3.852294693488453e-09,4.279951362480613e-09,4.248151398740401e-09,4.590141888597247e-09,4.444827179559078e-09,4.866645333527762e-09,4.471798849287858e-09,5.0836490816687024e-09,4.7891782095271524e-09,3.2950440360052876e-08,3.282795423213436e-08,3.345214558211371e-08,3.3060092003338014e-08,3.36701407695445e-08,3.3731512624096923e-08,3.306875417593123e-08,4.294279859014984e-08,4.341953794386757e-08,4.2938738405532205e-08,4.356370236185105e-08,4.3619650776349143e-08,4.467990887817786e-08,4.355362334582416e-08,5.592841999301782e-08,5.623613607294469e-08,5.5807835229999915e-08,5.625170439351075e-08,5.6131579663355696e-08,5.702271149462687e-08,5.589064714658692e-08,5.671136118494014e-08,6.169955353247083e-08,6.154906653770598e-08,6.12719791171767e-08,6.17960809425675e-08,6.058722523375327e-08,6.133219337234976e-08,9.918122061588481e-08,9.859266614598927e-08,9.935336606518536e-08,9.86213153907586e-08,9.973505102778326e-08,1.1293622686879463e-07,1.1364385951900299e-07,1.1250205970608697e-07,1.134845025176204e-07,1.0398033728294025e-07,1.0309414840247046e-07,1.0426513368750969e-07,1.226706175504335e-07,LC_V24_H3p5_T8,1.226706175504335e-07
80,splash,4.709960196826077e-09,7.961419481614838e-10,7.873399672592407e-10,8.278975775680815e-10,8.083989310910389e-10,8.687748597017641e-10,1.3467131954916324e-09,1.3376665087715338e-09,1.4515748785382439e-09,1.3874234701289385e-09,1.3640777545949972e-09,1.4929522669773978e-09,1.43963289006693e-09,2.990225394474789e-09,2.980574252950225e-09,3.0935844967847214e-09,3.0539126165803364e-09,2.9863282769712746e-09,3.1285402967221646e-09,3.0589092101163195e-09,3.6276479556170412e-09,3.6204862877806033e-09,3.6492522156610844e-09,3.6273730925428545e-09,3.6619661064653333e-09,3.6040919220487804e-09,3.782097229309012e-09,3.6575568139576303e-09,2.9023207974777958e-08,2.8963067864802634e-08,2.9009553003935715e-08,2.884194465889038e-08,2.889432774768827e-08,2.8672854063430146e-08,2.833453058320452e-08,3.867600031270351e-08,3.8681440643737776e-08,3.844217188694655e-08,3.8500370594542523e-08,3.828937738929114e-08,3.852982869459298e-08,3.7954883256690764e-08,5.17881684875934e-08,5.1685946231165475e-08,5.1448291428860526e-08,5.138976541778426e-08,5.100257761216063e-08,5.1118720543776365e-08,5.0533336640518845e-08,5.059907564235216e-08,5.545703432278293e-08,5.499244511180527e-08,5.444931490623676e-08,5.427185138412556e-08,5.359556528183135e-08,5.3604853066804276e-08,8.771392776375116e-08,8.673275449022829e-08,8.658150552145012e-08,8.54660486618969e-08,8.54378495371643e-08,1.0117209098131776e-07,1.0103250171421083e-07,9.95544056957185e-08,9.942376823911267e-08,9.006265418830464e-08,8.891431266601325e-08,8.89801471152025e-08,1.084055623690551e-07,LC_V24_H3p5_T8,1.084055623690551e-07
81,splash,4.31467472692981e-09,8.81965453978797e-10,8.690751610325944e-10,9.290490650284233e-10,9.0104592428418e-10,9.96286470282198e-10,2.035662297864908e-09,2.004493850810814e-09,2.312213928132502e-09,2.1077228235373725e-09,2.0546005234102425e-09,2.3299404262732056e-09,2.206584016265652e-09,3.5196228860916197e-09,3.47983121827211e-09,3.840765865566825e-09,3.6888075791245168e-09,3.5119710300213554e-09,3.844179144950924e-09,3.682093500912231e-09,4.1101587819340415e-09,4.072923316275995e-09,4.414007247921988e-09,4.26803379029559e-09,4.6654599524016545e-09,4.261773096231738e-09,4.84909513833175e-09,4.547264077396595e-09,2.6877037398770282e-08,2.6784666381712004e-08,2.7265577583500872e-08,2.6952989628355728e-08,2.749219408034402e-08,2.760665146220271e-08,2.7014923322038078e-08,3.636890129244811e-08,3.6842732435138634e-08,3.641553894091717e-08,3.702663740433152e-08,3.7147028372019184e-08,3.8201102836496815e-08,3.7164924188618115e-08,4.726965708116478e-08,4.755412700820525e-08,4.716143464174939e-08,4.759801215243186e-08,4.7397686764167725e-08,4.8175114193185117e-08,4.702211515261752e-08,4.771487033879489e-08,5.354518591303383e-08,5.336372160610546e-08,5.3147416011323255e-08,5.373652468774678e-08,5.263644958156873e-08,5.342319963747086e-08,8.48477931103343e-08,8.425670390872747e-08,8.507341686918525e-08,8.43655758533175e-08,8.55990022177554e-08,9.96990996075447e-08,1.0017041181952903e-07,9.875230624867512e-08,9.968560325153862e-08,9.356159433898917e-08,9.283849710309283e-08,9.400392242537449e-08,1.1638771982136942e-07,LC_V24_H3p5_T8,1.1638771982136942e-07
82,splash,4.70665548307397e-09,8.475385930287168e-10,8.378898480732742e-10,8.802179564747823e-10,8.599024127719143e-10,9.245460302794482e-10,1.5537621166686814e-09,1.5373473661596748e-09,1.7007229961335819e-09,1.5944861937806827e-09,1.5643667135873866e-09,1.7237707526453825e-09,1.6540822361427534e-09,2.9439541099530363e-09,2.9213250637098502e-09,3.132144489940803e-09,3.0508764588942573e-09,2.9393773825341213e-09,3.147940687425441e-09,3.0461548505027308e-09,3.5269731299302393e-09,3.5220984747717048e-09,3.6604174523924488e-09,3.5929838567139274e-09,3.8203099534861105e-09,3.612698249078722e-09,3.944556976854732e-09,3.785144320767553e-09,2.443658958261334e-08,2.4370522928175703e-08,2.4531546526558867e-08,2.4337462356041644e-08,2.4494145523513865e-08,2.4316854053931946e-08,2.3929923964807907e-08,3.3941411318357275e-08,3.40224647571207e-08,3.377378016950803e-08,3.390590313930751e-08,3.371558910988736e-08,3.402836478378376e-08,3.342326653195672e-08,4.4870498632338514e-08,4.501705010759811e-08,4.469760708162436e-08,4.49144237788922e-08,4.4632931247880296e-08,4.5022811619952746e-08,4.4242020498900665e-08,4.4553939589726414e-08,5.0209565799181285e-08,4.991169855206703e-08,4.943175878571274e-08,4.949046793345427e-08,4.864208418758506e-08,4.880658259031163e-08,7.845198743517169e-08,7.761276717098916e-08,7.778556596743195e-08,7.668221671721337e-08,7.691772120588592e-08,9.381426329836108e-08,9.398730215298064e-08,9.250146085446154e-08,9.27029496627445e-08,8.366300041334674e-08,8.268080735774246e-08,8.290048392944797e-08,1.0238768279483986e-07,LC_V24_H3p5_T8,1.0238768279483986e-07
83,splash,5.103222666986254e-09,9.059419415219355e-10,8.862318673224308e-10,9.606229067074149e-10,9.247122649049109e-10,1.0399160261039156e-09,1.8321963024241514e-09,1.7975328769408407e-09,2.1288129084535996e-09,1.903453104680499e-09,1.8476806036229288e-09,2.1368104245655663e-09,2.0076091252868737e-09,3.276289034536942e-09,3.2325326973705697e-09,3.644442138338741e-09,3.472539795641707e-09,3.276481550374284e-09,3.6442747915284324e-09,3.4693537451688406e-09,3.827385470518886e-09,3.790866812104478e-09,4.1365837719852205e-09,3.987650806236396e-09,4.36318186686194e-09,3.981423438061825e-09,4.538379087406638e-09,4.26226907817623e-09,2.7519741743872154e-08,2.7421268438965707e-08,2.785236799325669e-08,2.7522343611368436e-08,2.7971531394923305e-08,2.796976431357196e-08,2.7385011459917797e-08,3.545318430392018e-08,3.589082006726658e-08,3.546264299740115e-08,3.5987367805923465e-08,3.602611808781319e-08,3.69432152966114e-08,3.59487689500308e-08,4.488326389402091e-08,4.531920869577174e-08,4.4845514529585904e-08,4.539413213003634e-08,4.524093750821947e-08,4.6172786259027384e-08,4.493085841514092e-08,4.5703477447310885e-08,5.026256056882068e-08,5.0142381025065113e-08,4.981037478624247e-08,5.08474558347421e-08,4.9569790896031916e-08,5.042240461555753e-08,8.038706988184463e-08,7.971506255317753e-08,8.052242397738846e-08,7.963164899339134e-08,8.075077133436146e-08,9.357832364217848e-08,9.426156449927687e-08,9.289902810440761e-08,9.396212755680063e-08,8.498630753759457e-08,8.431116910997887e-08,8.541950811006949e-08,1.01771293388468e-07,LC_V24_H3p5_T8,1.01771293388468e-07
84,splash,3.937549957533912e-09,8.150989225305892e-10,8.133361220073305e-10,8.420374297814081e-10,8.305949761043597e-10,8.761117479898821e-10,1.849049858959812e-09,1.8398854512121334e-09,1.956052797003837e-09,1.888552454816817e-09,1.864768579282583e-09,1.992683925404406e-09,1.938931802367464e-09,3.3465175100797985e-09,3.3337111421853204e-09,3.4670481591991796e-09,3.42198256361687e-09,3.3394823271248178e-09,3.499296493848288e-09,3.419283791085829e-09,3.874934009431003e-09,3.858929058389238e-09,4.026009174195809e-09,3.972860912349109e-09,4.176702804635327e-09,3.987331419887702e-09,4.292722859547351e-09,4.147908417636353e-09,2.4974823983564722e-08,2.4928999948861287e-08,2.4978420053341753e-08,2.484823698889333e-08,2.492964292843914e-08,2.477061852746939e-08,2.444804191567701e-08,3.4853854231470224e-08,3.490593365984018e-08,3.4688804724434726e-08,3.481410647010845e-08,3.46410057264026e-08,3.4936466763334914e-08,3.4338797487495465e-08,4.587900681677532e-08,4.5789227219385607e-08,4.559589248286758e-08,4.560419739740107e-08,4.5278573868079053e-08,4.547294696332259e-08,4.485216295244595e-08,4.498183417085163e-08,5.18570478933073e-08,5.13707446257441e-08,5.082571775228422e-08,5.091780830537681e-08,5.038802647718348e-08,5.031301952319121e-08,8.141748679503272e-08,8.060133180131124e-08,8.05349894288352e-08,7.951290925622432e-08,7.956289691990513e-08,9.713339323933737e-08,9.683851457435235e-08,9.552796073009127e-08,9.540116569608916e-08,8.927348478326247e-08,8.826746811922486e-08,8.834319987248228e-08,1.1286893653695397e-07,LC_V24_H3p5_T8,1.1286893653695397e-07
85,splash,6.12438724582762e-09,2.1247342045443595e-09,2.1171998517492385e-09,2.1224610755883426e-09,2.114500539385441e-09,2.127308600816339e-09,3.0706632287608213e-09,3.051334236786428e-09,3.1828357000577244e-09,3.0707784253250525e-09,3.0505121156677577e-09,3.1241256366722587e-09,3.0800038738732155e-09,2.8937497464437597e-09,2.8718080236347446e-09,2.999829466423522e-09,2.9243227511094425e-09,2.8586674319525614e-09,2.928568542408616e-09,2.880332257076677e-09,4.260009389241608e-09,4.250659226489039e-09,4.3144551766335e-09,4.268021450354669e-09,4.3173752783118426e-09,4.2402262727480355e-09,4.302267503154772e-09,4.254429048849045e-09,1.0515241331247376e-08,1.0486380783311214e-08,1.0568881214484055e-08,1.0483973332903302e-08,1.051520639519018e-08,1.043833466575759e-08,1.0351365323652811e-08,2.038727440650716e-08,2.0414502218910273e-08,2.0318959886988125e-08,2.033414296101047e-08,2.0223507566409444e-08,2.0247531651153468e-08,2.0095200323466867e-08,2.989389858127639e-08,2.99989305042802e-08,2.9854222636077084e-08,2.993103736900053e-08,2.9800680855255252e-08,2.9850601679608166e-08,2.964952254890164e-08,2.965617214131109e-08,3.138474352339132e-08,3.114950229509102e-08,3.0873804128201255e-08,3.0820790394884306e-08,3.061012199625154e-08,3.0500366087099365e-08,4.630524979749488e-08,4.593423682138011e-08,4.588390266874912e-08,4.5479609891720273e-08,4.54206957122241e-08,5.841510714768004e-08,5.832462762237886e-08,5.7676532550300746e-08,5.748799759113432e-08,5.6056315246246944e-08,5.546569512898399e-08,5.535780030374508e-08,7.574792272889221e-08,LC_V24_H3p5_T8,7.574792272889221e-08
