node,sub_joint_id,plane_id,family,type_label,brace_member,brace_end,chord_t_scenario,direction,treatment,environment,category,D_life,D_life_seed_std,D_life_min,D_life_max,life_years,worst_side,worst_position,worst_segment,n_bins_used
5,"(5, 1)",1,K,K,48,2,thick,,Y,seawater_cp,T,1.1627196716133203,0.10559430651056739,0.6157970323130411,1.9827655370315673,21.50131335209242,chord,3,,69
5,"(5, 1)",1,K,K,48,2,thin,,Y,seawater_cp,T,46.82878250632182,3.276690342768275,27.612394917639964,72.82745016814846,0.5338597046939034,chord,3,,69
5,"(5, 0)",0,K,K,53,1,thick,,K,seawater_cp,T,0.015835810320386712,0.0013816977071314702,0.008809719087052649,0.026644118066528076,1578.7003944986313,brace,2,b,69
5,"(5, 0)",0,K,K,53,1,thin,,K,seawater_cp,T,1.1553062533511542,0.10031507617989645,0.6474314430818757,1.9318220910855943,21.63928389332562,chord,3,,69
5,"(5, 0)",0,K,K,53,1,thick,,Y,seawater_cp,T,0.07879609415264027,0.009541401285534233,0.043183809118769255,0.1504439092413297,317.27460946948867,chord,3,,69
5,"(5, 0)",0,K,K,53,1,thin,,Y,seawater_cp,T,4.769719853676973,0.4924708632283618,2.706552261332735,8.60175836887671,5.241397978694183,chord,3,,69
5,"(5, 1)",1,K,K,61,1,thick,,K,seawater_cp,T,0.02916786963596498,0.002545123374300754,0.014209337313096674,0.04734659396925104,857.1075060337675,chord,7,,69
5,"(5, 1)",1,K,K,61,1,thin,,K,seawater_cp,T,1.5475680609384523,0.13907923242294404,0.709849623954081,2.586766691696254,16.15437836371467,chord,7,,69
5,"(5, 1)",1,K,K,61,1,thick,,Y,seawater_cp,T,0.5765273307856863,0.052949316738629265,0.28474956882771885,0.9792136477510359,43.36307866954065,chord,7,,69
5,"(5, 1)",1,K,K,61,1,thin,,Y,seawater_cp,T,26.026590470072907,1.983716164668398,13.871581436859612,41.376678168545425,0.9605560908466536,chord,7,,69
8,"(8, 0)",0,TY,T,33,1,single,,TY,seawater_cp,T,0.0229636762324159,0.002029269903667608,0.012285354083827683,0.038592728850689394,1088.675861259078,chord,3,,69
8,"(8, 1)",1,TY,T,34,2,single,,TY,seawater_cp,T,0.004302991616021052,0.00044746103750408395,0.0021856412580563774,0.0074809832282076135,5809.911389768716,chord,3,,69
9,"(9, 1)",1,TY,Y,41,1,single,,TY,seawater_cp,T,0.022998137932955437,0.0024782299278521764,0.011639626881153465,0.04072539393104774,1087.0445282518274,chord,7,,69
9,"(9, 0)",0,TY,Y,47,1,single,,TY,seawater_cp,T,0.19531196318164007,0.017419498067511203,0.10263579175555199,0.3313219634322613,128.0003518102473,chord,7,,69
10,"(10, 1)",1,K,K,44,2,thick,,K,seawater_cp,T,0.03262044359292433,0.0028646535857811337,0.016844081113076215,0.05380325332345965,766.3905589997166,chord,3,,69
10,"(10, 1)",1,K,K,44,2,thin,,K,seawater_cp,T,2.5677293908351495,0.21628702710916828,1.3362338354276915,4.166728694086498,9.736228470660139,chord,3,,69
10,"(10, 1)",1,K,K,44,2,thick,,Y,seawater_cp,T,0.2766697152663007,0.027096908025167777,0.13724036720453353,0.4822019406926164,90.36045009818639,chord,3,,69
10,"(10, 1)",1,K,K,44,2,thin,,Y,seawater_cp,T,15.767193035953337,1.298998127860397,8.41317220822159,25.91965946501834,1.5855707444561273,chord,3,,69
10,"(10, 0)",0,K,K,46,2,thick,,K,seawater_cp,T,0.04566709613917868,0.0042202231604183535,0.02296849725698014,0.07759733464861285,547.4401070698257,brace,1,a,69
10,"(10, 0)",0,K,K,46,2,thin,,K,seawater_cp,T,1.5662809103057065,0.13956169660454457,0.7905828006342275,2.5606825388025483,15.961376937883067,chord,7,,69
