member_id,member_class,year,D_fatigue,t_mm,past_static_cutoff
19,leg,28.0,0.06871933547552968,18.2,False
19,leg,29.0,0.07163828133549942,17.600000000000005,False
19,leg,30.0,0.07457595646579489,17.000000000000004,False
19,leg,31.0,0.07753185056713836,16.400000000000006,False
19,leg,32.0,0.08050548331625788,15.800000000000004,False
19,leg,33.0,0.0834964017198022,15.200000000000001,False
19,leg,34.0,0.08650417777524973,14.600000000000005,False
19,leg,35.0,0.08952840639517717,14.000000000000002,False
19,leg,36.0,0.09256870355853045,13.400000000000006,False
19,leg,37.0,0.0956247046584336,12.800000000000002,False
19,leg,38.0,0.09869606302087622,12.200000000000003,False
19,leg,39.0,0.10178244857255898,11.600000000000007,True
19,leg,40.0,0.10488354663942621,11.000000000000004,True
19,leg,41.0,0.10799905686010758,10.400000000000006,True
19,leg,42.0,0.11112869220073587,9.800000000000002,True
19,leg,43.0,0.11427217805948649,9.200000000000003,True
19,leg,44.0,0.11742925145076513,8.600000000000003,True
19,leg,45.0,0.12059966026030491,8.000000000000004,True
19,leg,46.0,0.1237831625635664,7.400000000000004,True
19,leg,47.0,0.1269795260007982,6.800000000000004,True
